District No.,District Name,Location Address,Land Area in Square Miles,Home County,K-12 Enrollment Fall 2017,General Fund Local Revenue,General Fund County Revenue,General Fund State Revenue,General Fund Federal Revenue,Capital Outlay Fund Local Revenue,Capital Outlay Fund County Revenue,Capital Outlay Fund State Revenue,Capital Outlay Fund Federal Revenue,Special Education Fund Local Revenue,Special Education Fund County Revenue,Special Education Fund State Revenue,Special Education Fund Federal Revenue,Pension Fund Local Revenue,Pension Fund County Revenue,Pension Fund State Revenue,Pension Fund Federal Revenue,General State Aid,Sparsity Funding,Special Education State Aid,Special Education Extraordinary Cost Funds,State Aid Average Teacher Compensation,General Fund  K-12 Instructional Expenditures,General Fund PK Instructional Expenditures,General Fund Adult Instructional Expenditures,Capital Outlay K-12 Instructional Expenditures,Capital Outlay PK Instructional Expenditures,Capital Outlay Adult Instructional Expenditures,Spec Education Fund K-12 Instructional Expenditures,Special Education PK Instructional Expenditures,Special Education Adult Instructional Expenditures,Pension Fund K-12 Instructional Expendtiures,Pension Fund PK Instructional Expenditures,Pension Fund Adult Instructional Expenditures,General Fund - Student/Staff Expenditures,General Fund Administrative Expenditures,General Fund Fiscal Expenditures,General Fund Fac/Acq/Const Expenditures,General Fund Operation & Mtn Expenditures,General Fund Student Transportation Expenditures,General Fund Other Support Sv Expenditures,General Fund Community Sv Expenditures,General Fund Non-Programmed Charges Expenditures,General Fund Debt Service Expenditures,General Fund Co-Curricular Expenditures,Capital OutlayFund - Student/Staff Expenditures,Capital Outlay Fund Administrative Expenditures,Capital Outlay Fund Fiscal Expenditures,Capital Outlay Fund Fac/Acq/Const Expenditures,Capital Outlay Fund Operation & Mtn Expenditures,Capital Outlay Fund Student Transportation Expenditures,Capital Outlay Fund Other Support Sv Expenditures,Capital Outlay Fund Community Sv Expenditures,Capital Outlay Fund Non-Programmed Charges Expenditures,Capital Outlay Fund Debt Service Expenditures,Capital Outlay Fund Co-Curricular Expenditures,Spec Education Fund - Student/Staff Expenditures,Spec Education Fund Administrative Expenditures,Spec Education Fund Fiscal Expenditures,Spec Education Fund Fac/Acq/Const Expenditures,Spec Education Fund Operation & Mtn Expenditures,Spec Education Fund Student Transportation Expenditures,Spec Education Fund Other Support Sv Expenditures,Spec Education Fund Community Sv Expenditures,Spec Education Fund Non-Programmed Charges Expenditures,Spec Education Fund Debt Service Expenditures,Spec Education Fund Co-Curricular Expenditures,Pension Fund - Student/Staff Expenditures,Pension Fund Administrative Expenditures,Pension Fund Fiscal Expenditures,Pension Fund Fac/Acq/Const Expenditures,Pension Fund Operation & Mtn Expenditures,Pension Fund Student Transportation Expenditures,Pension Fund Other Support Sv Expenditures,Pension Fund Community Sv Expenditures,Pension Fund Non-Programmed Charges Expenditures,PensionFund Debt Service Expenditures,Pension Fund Co-Curricular Expenditures,Expenditure per ADM,General Fund Ending Fund Balance,Capital Outlay Fund Ending Fund Balance,Special Education Fund Ending Fund Balance,Pension Fund Ending Fund Balance,Impact Aid Fund Ending Fund Balance,Impact Aid Fund Revenue,Bond Redemption Fund Revenue,Capital Project Fund Revenue,Food Service Fund Revenues,Other Enterprise Fund Revenue,Bond Redemption Fund Expenditures,Capital Project Fund Expenditures,Food Service Expenditures,Other Enterprise Fund Expenditures,General Fund Ag Levy - Pay 2018,General Fund Owner-Occupied Levy - Pay 2018,General Fund Other Non-Ag Levy - Paay 2018,Special Education Fund Levy - Pay 2018,Capital Outlay Fund Levy - Pay 2018,Bond Redemption Fund Levy - Pay 2018,Opt Out,Ag Taxable Valuation - Pay 2018,Owner-Occupied Taxable Valuation - Pay 2018,Other Non-Ag Taxable Valuation - Pay 2018,December 2017 Child Count,District PK-12 Fall Census Enrollment Fall 2017,Fall Count of Open Enrolled Students,Fall Count of Home School Students,State Aid Fall Enrollment,"Dropout Rate
 (%)",Free & Reduced Lunch Eligibility Percentage,Percent of Special Education Students,Student to Staff Ratio,Attendance Rate,No. of Graduates,Average Daily Attendance PK,Average Daily Attendance Elementary,Average Daily Attendance  Secondary,Average Daily Membership PK,Average Daily Membership Elementary,Average Daily Membership Secondary,Average Teacher Salary,Teacher - Avg Yrs of Experience,Teacher - % with Advanced Degree,District Certified Instructional FTE,District Non-Certified Instructional FTE,ACT English Score,ACT Math Score,ACT Reading Score,ACT Science Score,ACT Composite Score,No. of Students Taking the ACT,"Size Category 1= over 2000, 2=600-1999, 3= <600",All Funds K-12 Salary Expenditures,All Funds PK Salary Expenditures,All Funds Adult Salary Expenditures,All Funds Student & Staff Sv Salary Expenditures,All Funds - Admin Salary Expenditures,All Funds Fiscal Salary Expenditures,All Funds Fac/Aq/Const Salary Expenditures,All Funds Operation & Mtn Salary Expenditures,All Funds Transportation Salary Expenditures,All Funds Other Support Sv. Salary Expenditures,All Funds Community Service Salary Expenditures,All Funds Non-programmed Charges Salary Expenditures,All Funds Debt Sv Salary Expenditures,All Funds Co-Curricular Salary Expenditures,All Funds K-12 Benefits Expenditures,All Funds PK Benefits Expenditures,All Funds Adult Benefits  Expenditures,All Funds Student & Staff Sv Benefits Expenditures,All Funds - Admin Benefits Expenditures,All Funds Fiscal Benefits Expenditures,All Funds Fac/Aq/Const Benefits Expenditures,All Funds Operation & Mtn Benefits Expenditures,All Funds Transportation Benefits Expenditures,All Funds Other Support Sv. Benefits Expenditures,All Funds Community Service Benefits Expenditures,All Funds Non-programmed Charges Benefits Expenditures,All Funds Debt Sv Benefits Expenditures,All Funds Co-Curricular Benefits Expenditures,All Funds K-12 Purchased Service Expenditures,All Funds PK Purchased Service Expenditures,All Funds Adult Purchased Service Expenditures,All Funds Student & Staff Sv Purchased Service Expenditures,All Funds - Admin Purchased Service Expenditures,All Funds Fiscal Purchased Service Expenditures,All Funds Fac/Aq/Const Purchased Service Expenditures,All Funds Operation & Mtn Purchased Service Expenditures,All Funds Transportation Purchased Service Expenditures,All Funds Other Support Sv. Purchased Service Expenditures,All Funds Community Service Purchased Service Expenditures,All Funds Non-programmed Charges Purchased Service Expenditures,All Funds Debt Sv Purchased Service Expenditures,All Funds Co-Curricular Purchased Service Expenditures,All Funds K-12 Supply Expenditures,All Funds PK Supply Expenditures,All Funds Adult Supply Expenditures,All Funds Student & Staff Sv Supply Expenditures,All Funds - Admin Supply Expenditures,All Funds Fiscal Supply Expenditures,All Funds Fac/Aq/Const Supply Expenditures,All Funds Operation & Mtn Supply Expenditures,All Funds Transportation Supply Expenditures,All Funds Other Support Sv. Supply Expenditures,All Funds Community Service Supply Expenditures,All Funds Non-programmed Charges Supply Expenditures,All Funds Debt Sv Supply Expenditures,All Funds Co-Curricular Supply Expenditures,All Funds K-12 Property Expenditures,All Funds PK Property Expenditures,All Funds Adult Property Expenditures,All Funds Student & Staff Sv Property Expenditures,All Funds - Admin Property Expenditures,All Funds Fiscal Property Expenditures,All Funds Fac/Aq/Const Property Expenditures,All Funds Operation & Mtn Property Expenditures,All Funds Transportation Property Expenditures,All Funds Other Support Sv. Property Expenditures,All Funds Community Service Property Expenditures,All Funds Non-programmed Charges Property Expenditures,All Funds Debt Sv Property Expenditures,All Funds Co-Curricular Property Expenditures,All Funds K-12 Other Expenditures,All Funds PK Other Expenditures,All Funds Adult Other Expenditures,All Funds Student & Staff Sv Other Expenditures,All Funds - Admin Other Expenditures,All Funds Fiscal Other Expenditures,All Funds Fac/Aq/Const Other Expenditures,All Funds Operation & Mtn Other Expenditures,All Funds Transportation Other Expenditures,All Funds Other Support Sv. Other Expenditures,All Funds Community Service Other Expenditures,All Funds Non-programmed Charges Other Expenditures,All Funds Debt Sv Other Expenditures,All Funds Co-Curricular Other Expenditures
6001,Aberdeen School District 06-1,"1224 3rd St S, Aberdeen, SD  57401",419.72,Brown,4502,11282004,404370,16041065,1172905,6682826,0,0,45800,3580101,0,3187644,1157846,989,0,0,0,15217890,0,3187644,0,62551,17970934,0,0,1547335,0,0,4472160,478745,0,0,0,0,2270250,2505787,386184,0,3830709,267575,283465,27916,84643,0,1756996,184358,0,12893,0,2622136,0,32696,0,0,2197165,66670,1625398,306922,0,0,0,361749,91204,0,49395,0,0,0,0,0,0,0,0,0,0,211000,0,0,8198,6993184,2335764,1350505,0,0,0,1711364,0,2519052,50430,1641706,0,2451200,58768,1.507,3.372,6.978,1.461,2.870,0.727,,414624645 ,1231926003 ,645539827 ,745,4517,71,151.80,4519.12,0.019,0.3690,0.1649,14.86980281,0.9497,297,17.239,3027.046,1196.625,17.291,3148.817,1298.784,"48,431 ",13.0 ,0.3789 ,301.9 ,1.9 ,20.5 ,21.1 ,22.6 ,21.8 ,21.6 ,219 ,1,16373477,360608,0,2766508,2036739,291264,0,1561902,0,991728,67416,345037,0,969244,4981648,121461,0,772944,573904,78562,0,554122,0,379756,7585,0,0,135426,568821,0,0,248449,156596,11341,0,1603971,629324,174926,0,0,0,504932,1082128,3775,0,85857,7385,2763,0,122719,0,1249257,2595,0,0,112715,983281,0,0,187266,0,12893,0,2463226,0,32696,0,0,0,67920,1074,0,0,18982,38085,2253,0,148549,0,30203,1988,0,3838872,33428
58003,Agar-Blunt-Onida School District 58-3,"500 8th St, Onida, SD  57564",1223.78,Sully,250,2659640,52470,119077,91287,2364090,0,0,0,346797,0,0,73069,0,0,0,0,0,38048,0,0,57484,1515661,0,0,70302,0,0,415465,3405,0,0,0,0,171716,406469,108840,0,519972,53708,127,0,0,0,176764,2874,0,0,308853,60307,0,0,0,0,659540,22406,111169,7577,0,0,0,574,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13958,2522227,3122216,837697,0,0,0,0,0,103199,2625,0,0,129509,3959,1.507,3.372,6.978,0.300,2.001,0.000,,1022173649 ,62228480 ,81548467 ,43,250,2,9.99,251.13,0.009,0.2960,0.1720,9.286775632,0.9575,15,0.000,166.693,70.367,0.000,174.211,73.382,"43,267 ",17.9 ,0.2164 ,26.9 ,0.0 ,22.8 ,24.2 ,25.6 ,23.8 ,24.3 ,11 ,3,1340045,3405,0,154896,273530,47599,0,119604,9612,37247,3080,0,0,105026,476791,0,0,43071,89683,38267,0,57940,1370,25707,420,0,0,14801,42646,0,0,68356,32556,19686,72169,253466,31053,9866,75,0,0,42893,134329,0,0,14554,7564,2142,0,62120,10139,59676,383,0,0,35274,7007,0,0,4829,0,0,236685,28727,0,0,0,0,0,0,609,0,0,53,10713,1146,0,58422,2108,5106,0,0,659540,1176
61001,Alcester-Hudson School District 61-1,"102 E 5th, Alcester, SD  57001",194.25,Union,309,1249215,37385,1158246,204297,1029310,0,0,0,469689,0,125089,0,16787,0,0,0,1094895,0,125089,0,51872,1372546,68179,0,150051,0,0,506112,8655,0,0,0,0,209380,394844,146535,0,339264,131013,0,100606,0,0,194498,17771,0,8064,615461,14753,70596,0,0,0,252324,0,83062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10823,955142,303995,95975,313670,0,0,299492,45821,152053,4525,0,1674540,166966,2973,1.761,3.940,8.154,1.261,1.657,1.446,*District has opted out of General Fund levy,255630380 ,68901882 ,39418048 ,69,364,24,14.75,310.27,0.007,0.2590,0.1896,14.70707071,0.9477,22,53.729,204.843,88.849,55.289,214.651,95.246,"42,273 ",8.0 ,0.2018 ,24.3 ,0.5 ,19.3 ,20.3 ,20.4 ,20.8 ,20.4 ,16 ,3,1384193,58430,0,173483,237287,100343,0,134110,67354,71961,82038,0,0,122317,303884,9748,0,39898,41180,26050,0,25556,6782,23626,10573,0,0,23244,134550,8655,0,65636,34013,12918,609430,137648,32862,0,4876,0,0,31788,190001,0,0,19936,14732,15288,43605,42696,31861,65019,3522,0,0,9763,15731,0,0,9647,0,0,1627234,14008,62750,0,2569,0,0,0,350,0,0,1614,67633,0,9731,0,0,6359,0,0,252324,7386
11001,Andes Central School District 11-1,"400 School St, Lake Andes, SD  57356",204.29,Charles Mix,316,1253095,16850,1413374,729368,0,0,0,2954,327117,0,0,29954,405,0,0,0,1366341,0,0,0,61251,2255089,85061,0,65069,0,0,200136,17776,0,0,0,0,593274,575800,151903,0,432790,118627,8243,17286,0,0,149518,0,0,0,28053,80950,0,1299,0,0,80113,4669,48064,22136,0,0,0,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14387,609510,159457,390952,0,11382775,3349225,2792,0,218089,0,49694,8246277,251623,0,2.175,4.867,10.071,1.461,0.000,0.000,*District has opted out of General Fund levy,142323858 ,38308797 ,51009233 ,39,350,10,0.00,317.00,0.071,,0.1114,10.43219076,0.9405,13,30.351,242.804,53.644,33.060,255.284,59.922,"46,041 ",13.1 ,0.3030 ,33.6 ,0.0 ,,,,,,9 ,3,1697155,57781,0,390369,356309,95390,0,139214,71772,82622,10922,0,0,79883,620836,25827,0,142732,142819,45835,0,66179,20657,51570,5231,0,0,10178,80896,17776,0,88345,45289,949,175459,249013,17056,6219,108,0,0,29291,112212,1453,0,15462,2237,8713,0,18888,12746,110277,1025,0,0,24204,9195,0,0,3667,0,0,8098871,40446,0,1299,0,0,0,4669,0,0,0,762,51281,1016,0,0,15,9177,0,0,129807,5962
38001,Arlington School District 38-1,"306 S Main St, Arlington, SD  57212",231.55,Kingsbury,258,1314148,18478,817439,80608,1003196,0,0,49168,552812,0,0,0,948,0,0,0,763054,0,0,0,58659,1270744,0,0,229797,0,0,412302,4543,0,0,0,0,192387,311382,145503,0,311588,98270,24001,0,0,0,174755,2878,2393,3291,0,185656,0,0,0,0,84245,17298,33996,917,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11514,1020783,1370144,725151,222684,0,0,282800,0,140395,24191,282903,0,141479,35348,1.897,4.245,8.784,1.461,2.661,0.750,*District has opted out of General Fund levy,264616428 ,67168272 ,47178580 ,34,277,32,4.00,259.00,0.000,0.1740,0.1227,12.81221092,0.9662,16,19.544,183.637,66.303,19.544,189.837,68.849,"45,078 ",15.7 ,0.3274 ,21.6 ,0.0 ,22.7 ,23.5 ,22.2 ,22.9 ,22.9 ,12 ,3,1152926,23574,0,128530,199061,113233,0,96278,44665,66229,3118,0,0,111831,376710,6634,0,52768,79908,22242,0,37470,5500,30140,239,0,0,14200,105743,4543,0,40944,17995,3594,0,126396,27509,4525,727,0,0,25915,116773,423,0,3634,7459,2264,0,25634,36596,61481,135,0,0,10192,158538,0,0,2878,2143,1238,0,185295,0,0,0,0,0,17298,2155,500,0,506,8126,6222,0,26173,0,3106,0,0,367148,12616
21001,Armour School District 21-1,"604 3rd St, Armour, SD  57313",129.51,Douglas,167,690251,11787,781555,56957,667756,0,0,9328,257479,0,0,37307,48,0,0,0,763004,0,0,0,56138,1081368,0,0,110529,0,0,130546,3087,0,0,0,0,143278,230396,79007,0,183696,59769,15055,0,0,0,98616,1348,0,0,496819,4714,0,1965,0,0,30000,5930,77452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12256,680978,683749,333019,0,0,0,0,0,93465,69350,0,0,115108,87567,1.507,3.372,6.978,1.461,2.770,0.000,,153138454 ,21204933 ,11067683 ,20,167,32,19.00,168.00,0.000,0.2810,0.1198,9.051490515,0.9719,14,0.000,114.938,51.774,0.000,118.320,53.217,"41,821 ",13.5 ,0.2857 ,18.5 ,0.0 ,21.4 ,21.9 ,20.9 ,22.6 ,21.8 ,11 ,3,825713,17507,0,93000,152830,47143,0,58742,21092,49363,32787,0,0,41693,297459,6978,0,27432,48340,27833,0,9657,2532,14538,11502,0,0,6704,50233,0,0,88078,17165,1718,0,96663,6414,2212,12119,0,0,24061,44316,0,0,11419,4445,1166,0,7889,19045,62712,9761,0,0,19111,101855,0,0,1348,0,0,496819,4714,0,1965,0,0,0,5930,2867,0,0,800,7615,1148,0,10746,10686,1336,0,0,30000,7047
4001,Avon School District 04-1,"210 Pine St, Avon, SD  57315",179.46,Bon Homme,230,534412,9595,1177901,104335,539544,0,0,0,309916,0,229839,0,64,0,0,0,1149365,0,73188,156651,55522,1124775,0,0,31411,0,0,369679,19779,0,0,0,0,90857,209676,126835,0,270810,38200,0,0,0,0,184901,903,7323,5150,167773,28340,54247,0,0,0,0,6371,56326,5465,0,0,0,0,102915,0,0,0,0,0,0,0,0,0,0,0,0,20184,0,0,10495,621204,756786,-7230,225695,0,0,0,0,134438,10980,0,0,145111,12273,1.507,3.372,6.978,1.461,2.528,0.000,,187381149 ,22039884 ,8572103 ,41,246,32,7.00,233.00,0.000,0.3740,0.1667,11.18690314,0.9708,19,15.652,160.094,64.046,16.000,164.870,66.018,"43,629 ",18.0 ,0.2456 ,21.5 ,0.5 ,21.2 ,22.4 ,25.0 ,24.5 ,23.4 ,14 ,3,1043212,10625,0,61379,135790,83626,0,73471,0,50840,0,18750,0,87461,283856,749,0,14578,47390,26000,0,26167,0,26863,0,1434,0,10772,92576,19779,0,61880,26459,4110,0,103254,38200,106288,0,0,0,51586,91238,899,0,3851,10114,17589,74190,28641,0,60721,0,0,0,40887,14551,0,0,6397,0,0,93583,29023,54247,0,0,0,0,0,433,0,0,0,2711,661,0,38593,0,3314,0,0,0,567
49001,Baltic School District 49-1,"1 Bulldog Ave, Baltic, SD  57003",54.28,Minnehaha,486,844786,16576,2323031,131557,587693,0,0,0,312075,0,415109,98649,0,0,0,0,2202534,0,185507,229602,57659,1981206,0,0,176602,0,0,528228,20,0,0,0,0,328687,355637,84472,0,338665,120691,346,0,6552,0,190863,8058,0,6700,0,81989,77250,0,0,0,133448,6464,182737,59969,0,0,0,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280,771465,185686,50696,0,0,0,417016,0,239901,78899,421455,0,242163,86499,1.507,3.372,6.978,1.461,2.911,2.095,,62514902 ,111274235 ,23974936 ,59,531,89,20.00,491.00,0.009,0.1580,0.1111,15.22362385,0.9696,43,42.432,336.516,132.710,43.937,346.426,137.517,"45,786 ",13.1 ,0.4167 ,34.9 ,0.0 ,19.8 ,21.2 ,22.9 ,22.3 ,21.6 ,28 ,3,1773495,61386,0,316518,318708,66761,0,118394,64728,11600,6820,0,0,129454,498268,16768,0,79090,53126,8610,0,32631,12821,4290,931,0,0,16858,204535,0,0,110137,25430,6950,0,144638,8834,207024,0,0,0,27371,209737,0,0,6449,3296,7562,0,13360,32322,19045,613,0,0,21567,0,0,0,7063,0,0,0,80304,77250,0,0,0,0,0,0,0,0,225,15046,1289,0,31327,6168,549,0,6552,554903,2077
9001,Belle Fourche School District 09-1,"2305 13th Ave, Belle Fourche, SD  57717",956.93,Butte,1378,2654263,147660,5681138,623382,1633174,0,12902,0,837950,0,1057303,321249,1816,0,0,0,5459074,0,806509,250794,58162,5371814,0,0,122204,0,0,1550782,112717,0,0,0,0,711889,982899,267637,0,1149294,216580,83638,514,0,0,385074,8813,870,762,718735,50974,24250,12879,0,0,3374556,10752,387481,134486,0,0,0,33654,0,0,0,0,0,0,0,0,0,0,0,0,0,63428,0,0,8066,1454431,2440877,163605,173178,0,0,41994,547561,670760,330849,42750,2263720,668431,314623,1.507,3.372,6.978,1.461,3.000,0.000,,88092980 ,286894197 ,164147816 ,250,1378,82,37.42,1385.21,0.016,0.4590,0.1814,14.59282008,0.9524,109,0.000,921.866,379.792,0.000,964.884,401.768,"44,128 ",12.0 ,0.3261 ,94.4 ,0.0 ,20.2 ,21.4 ,22.7 ,22.5 ,21.8 ,58 ,2,4732390,77947,0,285047,730069,171692,0,411806,136582,25313,0,0,0,179032,1523891,32066,0,74889,284311,68828,0,142281,36400,4483,0,63428,0,21877,441451,1298,0,720416,66090,18614,151846,431913,34778,656302,310295,0,0,120831,251490,1406,0,17791,19984,5484,13956,59900,30632,64879,2164,0,0,71248,93953,0,0,8479,0,0,2774304,50215,24250,0,0,0,0,0,1625,0,0,1560,17802,3780,3379,104153,11842,13972,2678,0,3456277,2839
3001,Bennett County School District 03-1,"403 1st Ave, Martin, SD  57551",1190.93,Bennett,480,965760,50323,2477132,997817,50,0,0,1576,347616,0,256958,207555,0,0,0,0,2374365,23760,256958,0,60420,2924410,0,0,193544,0,0,551658,36708,0,0,0,0,260406,723924,218251,0,704118,178113,7375,0,0,0,162055,8118,0,0,407160,26898,84599,0,0,0,0,17933,112496,58306,0,0,0,218,83048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12688,332417,40461,32690,0,16701272,4712127,0,0,258524,0,0,577510,281358,0,2.561,5.730,11.858,1.461,0.000,0.000,*District has opted out of General Fund levy,184773898 ,22675993 ,11691224 ,73,495,8,3.00,481.00,0.037,0.7830,0.1475,12.11157328,0.9169,28,15.710,311.010,116.809,17.077,332.563,134.054,"44,788 ",14.2 ,0.1405 ,39.9 ,1.0 ,16.3 ,19.8 ,19.6 ,19.2 ,18.9 ,22 ,3,2460589,28314,0,133440,490004,137314,0,184047,103180,81579,0,0,0,99583,731913,7884,0,28601,195270,42521,0,56515,23828,39589,0,0,0,10797,185129,0,0,184001,83338,34918,73734,325109,2448,97335,0,0,0,43604,291288,511,0,31594,13617,3498,33550,75226,48875,141320,0,0,0,26005,694,0,0,3385,0,0,877386,13699,84599,0,0,0,0,0,0,0,0,0,0,0,0,76421,0,11958,0,0,0,0
